49,25547132026275; 8892,338888374281
50,28283564664279; 4889,36008474776
50,28283564664279; 3981,9397967415753
52,40229715660339; 3015,645433289991
55,177692030717566; 2282,0357268554185
59,31192483984754; 1733,1599270419497
64,41739331600829; 1401,7993804045273
73,06196828475613; 1113,5767007797222
88,70845593558853; 884,0260017290933
112,09120832335685; 726,0892401922308
142,61542780904028; 620,2958007559312
178,97180267681978; 545,7662527605629
229,8074694946474; 484,8284540818964
290,7158715849661; 433,3518127554136
376,3004774267616; 363,256656770043
462,5807870017549; 299,0310977589912
551,3057077301316; 236,08586876493428
617,5918276797794; 193,31226399063934
677,7122099453046; 153,8491168550789
728,4903405699795; 123,008161996885
775,0320173377155; 95,64045379633978
816,0802156975161; 74,28551600858394
850,4786457774368; 59,254634860702545
886,3269970405997; 44,91085683366747
907,9323149614637; 34,33062657184543
939,7138128454231; 26,168086556226914
962,6205005001406; 20,092286436161114
962,6205005001406; 15,997985301378948
962,6205005001406; 11,428807522371242
49,341624606055184; 7168,391013988558
49,341624606055184; 5870,494679681807
49,341624606055184; 9999,999999999989
971,0686528078589; 10
